docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0925443913001385-1638	1	1	Quantity	%		77	80	77	80	T1-1	30%
S0925443913001385-1638	1	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	4	61	4	61	T5-1	steady state level of MRPL12 in the subject's fibroblasts
S0925443913001385-1638	1	1	MeasuredEntity		{'HasProperty': 'T5-1'}	84	97	84	97	T6-1	control value
S0925443913001385-1638	2	2	Quantity	%		44	49	159	164	T1-2	~ 30%
S0925443913001385-1638	2	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	4	23	119	138	T3-2	mt-LSU protein ICT1
S0925443913001385-1638	2	2	MeasuredEntity		{'HasProperty': 'T3-2'}	53	67	168	182	T4-2	control values
S0925443913001385-1638	2	3	Quantity	%		86	89	201	204	T1-3	37%
S0925443913001385-1638	2	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	76	81	191	196	T3-3	MRPL3
S0925443913001385-1638	2	3	MeasuredEntity		{'HasProperty': 'T3-3'}	53	67	168	182	T4-3	control values
S0925443913001385-1638	3	4	Quantity			105	110	436	441	T1-4	three
S0925443913001385-1638	3	4	MeasuredEntity		{'HasQuantity': 'T1-4'}	111	156	442	487	T3-4	proteins of the small ribosomal subunit (SSU)
S0925443913001385-1638	3	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	158	182	489	513	T6-5	MRPS18B, MRPS25 and DAP3
S0925443913001385-1638	4	5	Quantity	%		45	53	560	568	T1-5	~ 60–80%
S0925443913001385-1638	4	5	MeasuredEntity		{'HasProperty': 'T6-5'}	57	64	572	579	T3-5	control
S0925443913001385-1638	4	6	MeasuredEntity		{'HasProperty': 'T3-6'}	57	64	572	579	T6-6	control
S0925443913001385-1638	4	7	MeasuredEntity		{'HasProperty': 'T3-7'}	57	64	572	579	T5-7	control
S0925443913001385-1638	5	6	Quantity	%		59	62	656	659	T1-6	35%
S0925443913001385-1638	5	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	17	20	614	617	T3-6	16S
S0925443913001385-1638	5	7	Quantity	%		67	70	664	667	T1-7	22%
S0925443913001385-1638	5	7	MeasuredProperty		{'HasQuantity': 'T1-7'}	25	40	622	637	T3-7	12S rRNA levels
