docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0167880913001229-1225	2	1	Quantity			46	52	226	232	T1-1	< 0.01
S0167880913001229-1225	2	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	44	45	224	225	T2-1	p
S0167880913001229-1225	2	1	MeasuredEntity		{'HasProperty': 'T2-1'}	18	23	198	203	T3-1	ANOVA
S0167880913001229-1225	2	2	Quantity	cm		108	115	288	295	T1-2	0–10 cm
S0167880913001229-1225	2	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	116	121	296	301	T3-2	depth
S0167880913001229-1225	2	2	MeasuredEntity		{'HasProperty': 'T3-2'}	95	104	275	284	T2-2	SOC stock
S0167880913001229-1225	2	3	Quantity	year		122	137	302	317	T1-3	over the 9-year
S0167880913001229-1225	2	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	138	144	318	324	T3-3	period
S0167880913001229-1225	2	3	MeasuredEntity		{'HasProperty': 'T3-3'}	85	104	265	284	T2-3	change in SOC stock
S0167880913001229-1225	2	5	MeasuredEntity		{'HasProperty': 'T2-5'}	95	104	275	284	T3-5	SOC stock
S0167880913001229-1225	3	4	Quantity			120	126	446	452	T1-4	< 0.01
S0167880913001229-1225	3	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	118	119	444	445	T2-4	p
S0167880913001229-1225	3	4	MeasuredEntity		{'HasProperty': 'T2-4'}	128	161	454	487	T3-4	effect of initial C concentration
S0167880913001229-1225	3	5	Quantity			169	177	495	503	T1-5	20–40 cm
S0167880913001229-1225	3	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	178	183	504	509	T2-5	depth
