docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0378383911001669-2260	1	1	Quantity			47	50	47	50	T1-1	two
S0378383911001669-2260	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	51	58	51	58	T2-1	beaches
S0378383911001669-2260	1	2	MeasuredEntity		{'HasProperty': 'T2-2'}	47	58	47	58	T3-2	two beaches
S0378383911001669-2260	3	2	Quantity	mm		161	179	377	395	T1-2	1.3 mm and 8.4 mm,
S0378383911001669-2260	3	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	148	157	364	373	T2-2	roughness
S0378383911001669-2260	3	3	Quantity	%		229	246	445	462	T1-3	approximately 50%
S0378383911001669-2260	3	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	16	32	232	248	T2-3	friction factors
S0378383911001669-2260	3	3	MeasuredEntity		{'HasProperty': 'T2-3'}	212	225	428	441	T4-3	rougher beach
S0378383911001669-2260	5	4	Quantity	m		7	14	846	853	T1-4	0.072 m
S0378383911001669-2260	5	4	MeasuredEntity		{'HasQuantity': 'T1-4'}	3	4	842	843	T2-4	x
S0378383911001669-2260	6	5	Quantity	m		33	40	1006	1013	T1-5	2.377 m
S0378383911001669-2260	6	5	MeasuredEntity		{'HasQuantity': 'T1-5'}	29	30	1002	1003	T2-5	x
S0378383911001669-2260	6	6	Quantity	mm		90	96	1063	1069	T1-6	8.4 mm
S0378383911001669-2260	6	6	MeasuredEntity		{'HasQuantity': 'T1-6'}	97	102	1070	1075	T2-6	beach
S0378383911001669-2260	9	7	Quantity	mm		34	40	1544	1550	T1-7	8.4 mm
S0378383911001669-2260	9	7	MeasuredEntity		{'HasQuantity': 'T1-7'}	41	46	1551	1556	T2-7	beach
S0378383911001669-2260	9	8	Quantity	mm		78	84	1588	1594	T1-8	1.3 mm
S0378383911001669-2260	9	8	MeasuredEntity		{'HasQuantity': 'T1-8'}	85	90	1595	1600	T2-8	beach
S0378383911001669-2260	9	9	Quantity	mm		123	129	1633	1639	T1-9	1.3 mm
S0378383911001669-2260	9	9	MeasuredEntity		{'HasQuantity': 'T1-9'}	130	135	1640	1645	T2-9	beach
S0378383911001669-2260	10	10	Quantity			7	10	1705	1708	T1-10	two
S0378383911001669-2260	10	10	MeasuredEntity		{'HasQuantity': 'T1-10'}	11	40	1709	1738	T2-10	lowest locations on the beach
