docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0960148113004989-3327	1	1	Quantity			36	39	36	39	T1-1	one
S0960148113004989-3327	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	40	45	40	45	T2-1	cycle
S0960148113004989-3327	1	2	Quantity	%		59	62	59	62	T1-2	22%
S0960148113004989-3327	1	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	4	28	4	28	T2-2	averaged power extracted
S0960148113004989-3327	1	2	MeasuredEntity		{'HasProperty': 'T2-2'}	36	45	36	45	T3-2	one cycle
S0960148113004989-3327	1	3	Quantity	MW		68	86	68	86	T1-3	48.4 MW to 59.0 MW
S0960148113004989-3327	1	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	4	28	4	28	T3-3	averaged power extracted
S0960148113004989-3327	1	3	MeasuredEntity		{'HasProperty': 'T3-3'}	36	45	36	45	T4-3	one cycle
S0960148113004989-3327	2	4	Quantity			76	79	175	178	T1-4	one
S0960148113004989-3327	2	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	80	91	179	190	T2-4	full period
S0960148113004989-3327	2	4	MeasuredEntity		{'HasProperty': 'T2-4'}	52	67	151	166	T3-4	simulation time
S0960148113004989-3327	4	5	Quantity			34	37	379	382	T1-5	two
S0960148113004989-3327	4	5	MeasuredEntity		{'HasQuantity': 'T1-5'}	38	56	383	401	T2-5	distorted ∨ shapes
