docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S2213671113000738-435	2	1	Quantity			38	39	108	109	T1-1	3
S2213671113000738-435	2	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	34	35	104	105	T3-1	n
S2213671113000738-435	2	1	MeasuredEntity		{'HasProperty': 'T3-1'}	0	4	70	74	T2-1	Data
S2213671113000738-435	4	2	Quantity	μm		12	18	194	200	T1-2	200 μm
S2213671113000738-435	4	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	0	10	182	192	T3-2	Scale bars
S2213671113000738-435	4	2	MeasuredEntity		{'HasProperty': 'T3-2'}	22	29	204	211	T4-2	(A)–(H)
S2213671113000738-435	4	3	Quantity	μm		31	36	213	218	T1-3	50 μm
S2213671113000738-435	4	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	0	10	182	192	T5-3	Scale bars
S2213671113000738-435	4	3	MeasuredEntity		{'HasProperty': 'T5-3'}	50	57	232	239	T4-3	(C)–(F)
S2213671113000738-435	4	4	Quantity	μm		59	65	241	247	T1-4	100 μm
S2213671113000738-435	4	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	0	10	182	192	T4-4	Scale bars
S2213671113000738-435	4	4	MeasuredEntity		{'HasProperty': 'T4-4'}	69	84	251	266	T3-4	(J)–(M) and (Q)
