docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0927775713009606-1216	1	1	Quantity	°		119	139	119	139	T1-1	range from 5° to 85°
S0927775713009606-1216	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	116	118	116	118	T4-1	2θ
S0927775713009606-1216	1	2	Quantity	°		162	166	162	166	T1-2	0.1°
S0927775713009606-1216	1	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	149	158	149	158	T2-2	step size
S0927775713009606-1216	1	2	MeasuredEntity		{'HasProperty': 'T2-2'}	68	82	68	82	T3-2	diffractometer
S0927775713009606-1216	1	3	Quantity	s		199	202	199	202	T1-3	4 s
S0927775713009606-1216	1	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	173	186	173	186	T2-3	counting time
S0927775713009606-1216	1	3	MeasuredEntity		{'HasProperty': 'T2-3'}	191	195	191	195	T3-3	step
S0927775713009606-1216	1	4	Quantity			383	386	383	386	T1-4	0.9
S0927775713009606-1216	1	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	379	380	379	380	T2-4	K
S0927775713009606-1216	1	4	MeasuredEntity		{'HasProperty': 'T2-4'}	247	264	247	264	T3-4	Scherrer equation
