docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0019103512004009-5271	1	1	Quantity	Rp		160	171	160	171	T1-1	below 3.5Rp
S0019103512004009-5271	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	78	149	78	149	T4-1	collisions with neutral H dominate the transport of heavy neutral atoms
S0019103512004009-5271	3	2	Quantity	kg s−1		52	66	294	308	T1-2	6 × 106 kg s−1
S0019103512004009-5271	3	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	40	48	282	290	T4-2	oss rate
S0019103512004009-5271	3	2	MeasuredEntity		{'HasProperty': 'T4-2'}	34	38	276	280	T3-2	mass
S0019103512004009-5271	4	3	Quantity	kgs-1		38	47	464	473	T1-3	>107kgs-1
S0019103512004009-5271	4	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	36	38	462	464	T2-3	Ṁ
S0019103512004009-5271	4	3	MeasuredEntity		{'HasProperty': 'T2-3'}	26	32	452	458	T4-3	models
S0019103512004009-5271	4	4	Quantity			217	223	643	649	T1-4	≳ 10−4
S0019103512004009-5271	4	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	202	207	628	633	T3-4	ratio
S0019103512004009-5271	4	4	MeasuredEntity		{'HasProperty': 'T3-4'}	208	216	634	642	T2-4	[H+]/[H]
