docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0025322712001600-2406	5	1	Quantity	m		22	27	608	613	T1-1	< 9 m
S0025322712001600-2406	5	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	28	32	614	618	T3-1	long
S0025322712001600-2406	5	1	MeasuredEntity		{'HasProperty': 'T3-1'}	12	17	598	603	T2-1	cores
S0025322712001600-2406	6	2	Quantity	%		30	46	750	766	T1-2	greater than 10%
S0025322712001600-2406	6	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	19	25	739	745	T4-2	values
S0025322712001600-2406	6	2	MeasuredEntity		{'HasProperty': 'T4-2'}	6	18	726	738	T3-2	clay mineral
S0025322712001600-2406	6	3	Quantity	%		75	89	795	809	T1-3	better than 5%
S0025322712001600-2406	6	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	90	96	810	816	T3-3	weight
S0025322712001600-2406	6	3	MeasuredEntity		{'HasProperty': 'T3-3'}	47	58	767	778	T4-3	uncertainty
S0025322712001600-2406	6	4	Quantity	%		104	107	824	827	T1-4	95%
S0025322712001600-2406	6	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	108	124	828	844	T3-4	confidence level
S0025322712001600-2406	6	4	MeasuredEntity		{'HasProperty': 'T3-4'}	19	25	739	745	T5-4	values
