docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0019103512003995-2737	1	1	Quantity			110	114	110	114	T1-1	5–10
S0019103512003995-2737	1	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	115	123	115	123	T2-1	stronger
S0019103512003995-2737	1	1	MeasuredEntity		{'HasProperty': 'T2-1'}	29	91	29	91	T3-1	stellar XUV flux, or the corresponding alternative heat source
S0019103512003995-2737	1	2	Quantity	K		182	205	182	205	T1-2	between 8000 and 9000 K
S0019103512003995-2737	1	2	MeasuredEntity		{'HasQuantity': 'T1-2'}	165	181	165	181	T3-2	mean temperature
S0019103512003995-2737	5	3	Quantity	kg s−1		25	40	812	827	T1-3	109–1010 kg s−1
S0019103512003995-2737	5	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	11	21	798	808	T3-3	loss rates
S0019103512003995-2737	5	3	MeasuredEntity		{'HasProperty': 'T3-3'}	6	10	793	797	T4-3	mass
S0019103512003995-2737	5	4	Quantity	%		61	68	848	855	T1-4	10–100%
S0019103512003995-2737	5	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	53	57	840	844	T4-4	loss
S0019103512003995-2737	5	4	MeasuredEntity		{'HasProperty': 'T4-4'}	76	89	863	876	T3-4	planet’s mass
S0019103512003995-2737	5	5	Quantity	times		186	205	973	992	T1-5	less than ∼10 times
S0019103512003995-2737	5	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	169	182	956	969	T4-5	energy inputs
S0019103512003995-2737	5	5	MeasuredEntity		{'HasProperty': 'T4-5'}	210	236	997	1023	T3-5	solar average on HD209458b
