docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0167610512002292-3305	1	1	Quantity			17	22	17	22	T1-1	three
S0167610512002292-3305	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	23	44	23	44	T2-1	different simulations
S0167610512002292-3305	1	2	Quantity	kg		75	81	75	81	T1-2	1.0 kg
S0167610512002292-3305	1	2	MeasuredEntity		{'HasQuantity': 'T1-2'}	82	87	82	87	T3-2	plate
S0167610512002292-3305	1	3	Quantity	kg		105	112	105	112	T1-3	6.35 kg
S0167610512002292-3305	1	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	113	118	113	118	T2-3	plate
S0167610512002292-3305	1	4	Quantity	kg		172	177	172	177	T1-4	12 kg
S0167610512002292-3305	1	4	MeasuredEntity		{'HasQuantity': 'T1-4'}	178	183	178	183	T2-4	plate
S0167610512002292-3305	3	5	Quantity	m/s		59	65	358	364	T1-5	35 m/s
S0167610512002292-3305	3	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	45	55	344	354	T2-5	wind speed
S0167610512002292-3305	3	5	MeasuredEntity		{'HasProperty': 'T2-5'}	10	26	309	325	T4-5	inflow condition
S0167610512002292-3305	3	6	Quantity	km/h		67	75	366	374	T1-6	126 km/h
S0167610512002292-3305	3	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	45	55	344	354	T3-6	wind speed
S0167610512002292-3305	3	6	MeasuredEntity		{'HasProperty': 'T3-6'}	10	26	309	325	T4-6	inflow condition
