docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0927024813002961-1051	6	1	Quantity			27	31	799	803	T1-1	five
S0927024813002961-1051	6	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	32	49	804	821	T2-1	main contributors
S0927024813002961-1051	7	2	Quantity			21	24	967	970	T1-2	two
S0927024813002961-1051	7	2	MeasuredEntity		{'HasQuantity': 'T1-2'}	25	32	971	978	T2-2	effects
S0927024813002961-1051	8	3	Quantity	%		144	148	1210	1214	T1-3	2–7%
S0927024813002961-1051	8	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	95	117	1161	1183	T2-3	performance variations
S0927024813002961-1051	8	4	MeasuredEntity		{'HasQuantity': 'T1-4'}	95	117	1161	1183	T3-4	performance variations
S0927024813002961-1051	10	4	Quantity	%		113	128	1457	1472	T1-4	range of 10–15%
S0927024813002961-1051	11	5	Quantity	%		152	161	1626	1635	T1-5	up to 25%
S0927024813002961-1051	11	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	162	171	1636	1645	T3-5	variation
S0927024813002961-1051	11	5	MeasuredEntity		{'HasProperty': 'T3-5'}	180	197	1654	1671	T5-5	different devices
