docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0019103513005058-3154	2	1	Quantity	wt.%		31	45	175	189	T1-1	1.3 ± 0.5 wt.%
S0019103513005058-3154	2	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	0	15	144	159	T3-1	Soluble sulfate
S0019103513005058-3154	3	2	Quantity	wt.%		111	120	391	400	T1-2	∼0.5 wt.%
S0019103513005058-3154	3	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	47	66	327	346	T4-2	perchlorate (ClO4-)
S0019103513005058-3154	3	2	MeasuredEntity		{'HasProperty': 'T4-2'}	103	107	383	387	T3-2	soil
S0019103513005058-3154	5	3	Quantity	times		100	110	820	830	T1-3	1000 times
S0019103513005058-3154	5	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	67	87	787	807	T4-3	sensitive to nitrate
S0019103513005058-3154	5	3	MeasuredEntity		{'HasProperty': 'T4-3'}	4	35	724	755	T2-3	perchlorate-sensitive electrode
S0019103513005058-3154	10	4	Quantity	%		81	86	1641	1646	T1-4	⩽1.6%
S0019103513005058-3154	10	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	87	98	1647	1658	T2-4	perchlorate
S0019103513005058-3154	10	4	MeasuredEntity		{'HasProperty': 'T2-4'}	107	142	1667	1702	T3-4	Viking 1 and Viking 2 landing sites
S0019103513005058-3154	11	5	Quantity	ppm by mass		105	119	1913	1927	T1-5	<1 ppm by mass
S0019103513005058-3154	11	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	0	18	1808	1826	T2-5	Native perchlorate
S0019103513005058-3154	11	5	MeasuredEntity		{'HasProperty': 'T2-5'}	58	85	1866	1893	T3-5	martian meteorite EETA79001
