docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0378383912000130-3601	2	1	Quantity	beach materials		25	44	355	374	T1-1	two beach materials
S0378383912000130-3601	2	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	16	24	346	354	T3-1	involved
S0378383912000130-3601	2	1	MeasuredEntity		{'HasProperty': 'T3-1'}	4	15	334	345	T4-1	experiments
S0378383912000130-3601	2	2	Quantity	mm		80	97	410	427	T1-2	1.5 mm and 8.5 mm
S0378383912000130-3601	2	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	50	76	380	406	T3-2	nominal sediment diameters
S0378383912000130-3601	2	2	MeasuredEntity		{'HasProperty': 'T3-2'}	29	44	359	374	T4-2	beach materials
S0378383912000130-3601	3	3	Quantity	mm		102	108	531	537	T1-3	600 mm
S0378383912000130-3601	3	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	65	84	494	513	T3-3	initial water depth
S0378383912000130-3601	3	3	MeasuredEntity		{'HasProperty': 'T3-3'}	92	101	521	530	T4-3	reservoir
S0378383912000130-3601	3	4	Quantity	mm		150	156	579	585	T1-4	1.5 mm
S0378383912000130-3601	3	4	MeasuredEntity		{'HasQuantity': 'T1-4'}	157	162	586	591	T3-4	beach
S0378383912000130-3601	3	5	Quantity	mm		204	210	633	639	T1-5	8.5 mm
S0378383912000130-3601	3	5	MeasuredEntity		{'HasQuantity': 'T1-5'}	211	216	640	645	T3-5	beach
S0378383912000130-3601	4	6	Quantity	mm		26	31	673	678	T1-6	62 mm
S0378383912000130-3601	4	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	17	22	664	669	T4-6	level
S0378383912000130-3601	4	6	MeasuredEntity		{'HasProperty': 'T4-6'}	11	16	658	663	T3-6	water
S0378383912000130-3601	4	7	Quantity	mm		95	100	742	747	T1-7	62 mm
S0378383912000130-3601	4	7	MeasuredProperty		{'HasQuantity': 'T1-7'}	86	91	733	738	T4-7	level
S0378383912000130-3601	4	7	MeasuredEntity		{'HasProperty': 'T4-7'}	74	85	721	732	T3-7	groundwater
S0378383912000130-3601	6	8	Quantity			27	31	918	922	T1-8	1:10
S0378383912000130-3601	6	8	MeasuredProperty		{'HasQuantity': 'T1-8'}	4	9	895	900	T2-8	slope
S0378383912000130-3601	6	8	MeasuredEntity		{'HasProperty': 'T2-8'}	17	22	908	913	T3-8	beach
