docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0019103512004009-3976	1	1	MeasuredEntity		{'HasProperty': 'T2-1'}	27	45	27	45	T3-1	heating efficiency
S0019103512004009-3976	2	1	Quantity			15	28	104	117	T1-1	from 0.1 to 1
S0019103512004009-3976	2	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	3	7	92	96	T2-1	ηnet
S0019103512004009-3976	2	2	Quantity	km s−1		95	133	184	222	T1-2	increases from 2.6 km s−1 to 25 km s−1
S0019103512004009-3976	2	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	64	72	153	161	T2-2	velocity
S0019103512004009-3976	2	2	MeasuredEntity		{'HasProperty': 'T2-2'}	80	94	169	183	T3-2	upper boundary
S0019103512004009-3976	3	3	Quantity	×		95	99	319	323	T1-3	100×
S0019103512004009-3976	3	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	100	104	324	328	T2-3	case
S0019103512004009-3976	3	4	Quantity	km s−1		148	157	372	381	T1-4	30 km s−1
S0019103512004009-3976	3	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	109	117	333	341	T2-4	velocity
S0019103512004009-3976	3	4	MeasuredEntity		{'HasProperty': 'T2-4'}	125	139	349	363	T3-4	upper boundary
S0019103512004009-3976	4	5	MeasuredEntity		{'HasProperty': 'T2-5'}	118	136	501	519	T3-5	heating efficiency
S0019103512004009-3976	5	5	Quantity			12	15	549	552	T1-5	0.1
S0019103512004009-3976	5	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	5	9	542	546	T2-5	ηnet
S0019103512004009-3976	5	6	Quantity			99	100	636	637	T1-6	1
S0019103512004009-3976	5	6	MeasuredEntity		{'HasQuantity': 'T1-6'}	92	96	629	633	T2-6	ηnet
S0019103512004009-3976	5	7	Quantity	Rp		118	121	655	658	T1-7	4Rp
S0019103512004009-3976	5	7	MeasuredProperty		{'HasQuantity': 'T1-7'}	107	114	644	651	T2-7	located
S0019103512004009-3976	5	7	MeasuredEntity		{'HasProperty': 'T2-7'}	20	42	557	579	T3-7	isothermal sonic point
