docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0019103513005058-4158	5	1	Quantity			91	94	684	687	T1-1	1/e
S0019103513005058-4158	5	2	Quantity	m		111	123	704	716	T1-2	0.51–0.85 m.
S0019103513005058-4158	5	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	91	107	684	700	T3-2	1/e mixing depth
S0019103513005058-4158	5	2	MeasuredEntity		{'HasProperty': 'T3-2'}	46	85	639	678	T2-2	impactors have churned the soil on Mars
S0019103513005058-4158	5	3	Quantity			131	136	724	729	T1-3	three
S0019103513005058-4158	5	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	137	153	730	746	T2-3	e-folding depths
S0019103513005058-4158	5	4	Quantity	m		174	183	767	776	T1-4	1.5–2.6 m
S0019103513005058-4158	5	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	184	189	777	782	T4-4	depth
S0019103513005058-4158	5	4	MeasuredEntity		{'HasProperty': 'T4-4'}	131	153	724	746	T3-4	three e-folding depths
S0019103513005058-4158	5	5	Quantity	m		203	208	796	801	T1-5	∼2 m.
S0019103513005058-4158	5	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	184	189	777	782	T3-5	depth
S0019103513005058-4158	5	5	MeasuredEntity		{'HasProperty': 'T3-5'}	131	153	724	746	T2-5	three e-folding depths
S0019103513005058-4158	5	6	Quantity	g cm−3		265	273	858	866	T1-6	1 g cm−3
S0019103513005058-4158	5	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	254	261	847	854	T4-6	density
S0019103513005058-4158	5	6	MeasuredEntity		{'HasProperty': 'T4-6'}	249	253	842	846	T3-6	soil
