docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0019103512004009-2821	6	1	Quantity	μbar		46	52	917	923	T1-1	1 μbar
S0019103512004009-2821	6	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	26	36	897	907	T3-1	dissociate
S0019103512004009-2821	6	1	MeasuredEntity		{'HasProperty': 'T3-1'}	16	25	887	896	T2-1	molecules
S0019103512004009-2821	9	2	Quantity	Rp		57	75	1389	1407	T1-2	up to at least 3Rp
S0019103512004009-2821	9	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	36	56	1368	1388	T5-2	emain mostly neutral
S0019103512004009-2821	9	2	MeasuredEntity		{'HasProperty': 'T5-2'}	27	34	1359	1366	T3-2	H and O
S0019103512004009-2821	11	3	Quantity	K		37	43	1691	1697	T1-3	8000 K
S0019103512004009-2821	11	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	52	88	1706	1742	T5-3	mean (pressure averaged) temperature
S0019103512004009-2821	11	3	MeasuredEntity		{'HasProperty': 'T5-3'}	4	18	1658	1672	T2-3	models predict
S0019103512004009-2821	11	4	Quantity	Rp		95	98	1749	1752	T1-4	3Rp
S0019103512004009-2821	11	4	MeasuredEntity		{'HasQuantity': 'T1-4'}	4	18	1658	1672	T2-4	models predict
S0019103512004009-2821	11	5	Quantity	K		124	130	1778	1784	T1-5	7000 K
S0019103512004009-2821	11	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	52	88	1706	1742	T3-5	mean (pressure averaged) temperature
S0019103512004009-2821	11	5	MeasuredEntity		{'HasProperty': 'T3-5'}	4	18	1658	1672	T4-5	models predict
S0019103512004009-2821	11	6	Quantity	AU		170	178	1824	1832	T1-6	0.047 AU
S0019103512004009-2821	11	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	144	166	1798	1820	T4-6	average solar XUV flux
S0019103512004009-2821	11	6	MeasuredEntity		{'HasProperty': 'T4-6'}	4	18	1658	1672	T3-6	models predict
