docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0925443913001385-1429	1	1	Quantity			114	117	114	117	T1-1	10%
S0925443913001385-1429	1	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	124	146	124	146	T2-1	fetal calf serum (FCS)
S0925443913001385-1429	1	1	MeasuredEntity		{'HasProperty': 'T2-1'}	40	51	40	51	T3-1	DMEM medium
S0925443913001385-1429	1	2	Quantity	mM		148	152	148	152	T1-2	2 mM
S0925443913001385-1429	1	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	153	164	153	164	T5-2	l-glutamine
S0925443913001385-1429	1	2	MeasuredEntity		{'HasProperty': 'T5-2'}	40	51	40	51	T2-2	DMEM medium
S0925443913001385-1429	1	3	Quantity	μg/ml		166	174	166	174	T1-3	50 μg/ml
S0925443913001385-1429	1	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	40	51	40	51	T5-3	DMEM medium
S0925443913001385-1429	1	4	Quantity	μg/ml		184	193	184	193	T1-4	110 μg/ml
S0925443913001385-1429	1	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	194	202	194	202	T3-4	pyruvate
S0925443913001385-1429	1	4	MeasuredEntity		{'HasProperty': 'T3-4'}	40	51	40	51	T4-4	DMEM medium
S0925443913001385-1429	1	5	Quantity	U/ml		204	215	204	215	T1-5	10,000 U/ml
S0925443913001385-1429	1	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	216	228	216	228	T3-5	penicillin G
S0925443913001385-1429	1	5	MeasuredEntity		{'HasProperty': 'T3-5'}	40	51	40	51	T4-5	DMEM medium
S0925443913001385-1429	1	6	Quantity	μg/ml		233	245	233	245	T1-6	10,000 μg/ml
S0925443913001385-1429	1	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	246	258	246	258	T3-6	streptomycin
S0925443913001385-1429	1	6	MeasuredEntity		{'HasProperty': 'T3-6'}	40	51	40	51	T4-6	DMEM medium
