docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S2213671113000738-738	4	1	Quantity			3	6	425	428	T1-1	two
S2213671113000738-738	4	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	7	35	429	457	T2-1	double-blind clinical trials
S2213671113000738-738	4	2	Quantity			122	130	544	552	T1-2	6 months
S2213671113000738-738	4	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	106	115	528	537	T3-2	withdrawn
S2213671113000738-738	6	3	Quantity			146	150	867	871	T1-3	1/10
S2213671113000738-738	6	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	59	78	780	799	T3-3	expression of MHC-I
S2213671113000738-738	6	3	MeasuredEntity		{'HasProperty': 'T3-3'}	159	198	880	919	T2-3	untreated monkey peripheral blood cells
S2213671113000738-738	7	4	Quantity	months		72	80	1005	1013	T1-4	2 months
S2213671113000738-738	7	4	MeasuredEntity		{'HasQuantity': 'T1-4'}	38	68	971	1001	T2-4	serum level of IFN-γ increased
S2213671113000738-738	7	5	Quantity	months		151	163	1084	1096	T1-5	3.5–4 months
S2213671113000738-738	7	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	121	150	1054	1083	T3-5	accumulated in the allografts
S2213671113000738-738	7	5	MeasuredEntity		{'HasProperty': 'T3-5'}	86	97	1019	1030	T2-5	CD45+ cells
S2213671113000738-738	12	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	81	162	1774	1855	T2-6	expression of HLA-I during neural differentiation of human ESCs (hESCs) and iPSCs
S2213671113000738-738	13	6	Quantity			25	30	1903	1908	T1-6	1/100
S2213671113000738-738	13	6	MeasuredEntity		{'HasProperty': 'T2-6'}	53	105	1931	1983	T3-6	human peripheral blood cells in both hESCs and iPSCs
