docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0165587612003680-998	1	1	Quantity			123	126	123	126	T1-1	two
S0165587612003680-998	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	127	131	127	131	T2-1	ears
S0165587612003680-998	1	2	Quantity			196	208	196	208	T1-2	at least one
S0165587612003680-998	1	2	MeasuredEntity		{'HasQuantity': 'T1-2'}	209	212	209	212	T2-2	ear
S0165587612003680-998	1	3	Quantity			249	261	249	261	T1-3	at least one
S0165587612003680-998	1	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	262	265	262	265	T2-3	ear
S0165587612003680-998	2	4	Quantity	%		116	121	403	408	T1-4	54.3%
S0165587612003680-998	2	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	46	62	333	349	T2-4	culture-positive
S0165587612003680-998	2	4	MeasuredEntity		{'HasProperty': 'T2-4'}	0	8	287	295	T3-4	Children
S0165587612003680-998	2	5	Quantity	%		126	131	413	418	T1-5	14.3%
S0165587612003680-998	2	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	46	62	333	349	T3-5	culture-positive
S0165587612003680-998	2	5	MeasuredEntity		{'HasProperty': 'T3-5'}	108	114	395	401	T2-5	adults
S0165587612003680-998	2	6	Quantity	%		133	138	420	425	T1-6	82.9%
S0165587612003680-998	2	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	64	81	351	368	T4-6	confocal-positive
S0165587612003680-998	2	6	MeasuredEntity		{'HasProperty': 'T4-6'}	0	8	287	295	T2-6	Children
S0165587612003680-998	2	7	Quantity	%		143	148	430	435	T1-7	57.1%
S0165587612003680-998	2	7	MeasuredProperty		{'HasQuantity': 'T1-7'}	64	81	351	368	T5-7	confocal-positive
S0165587612003680-998	2	7	MeasuredEntity		{'HasProperty': 'T5-7'}	108	114	395	401	T3-7	adults
S0165587612003680-998	2	8	Quantity	%		154	159	441	446	T1-8	67.9%
S0165587612003680-998	2	8	MeasuredProperty		{'HasQuantity': 'T1-8'}	87	94	374	381	T3-8	biofilm
S0165587612003680-998	2	8	MeasuredEntity		{'HasProperty': 'T3-8'}	0	8	287	295	T2-8	Children
S0165587612003680-998	2	9	Quantity	%		164	166	451	453	T1-9	0%
S0165587612003680-998	2	9	MeasuredProperty		{'HasQuantity': 'T1-9'}	87	94	374	381	T3-9	biofilm
S0165587612003680-998	2	9	MeasuredEntity		{'HasProperty': 'T3-9'}	108	114	395	401	T2-9	adults
S0165587612003680-998	3	10	Quantity			97	101	567	571	T1-10	0.02
S0165587612003680-998	3	10	MeasuredProperty		{'HasQuantity': 'T1-10'}	93	94	563	564	T2-10	p
S0165587612003680-998	3	10	MeasuredEntity		{'HasProperty': 'T2-10'}	73	92	543	562	T3-10	Fisher's exact test
