docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S1750583613004192-714	1	1	Quantity			55	70	55	70	T1-1	circa July 2002
S1750583613004192-714	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	4	26	4	26	T2-1	Sleipner plume profile
S1750583613004192-714	2	2	Quantity	Mt		56	60	128	132	T1-2	5 Mt
S1750583613004192-714	2	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	64	72	136	144	T4-2	injected
S1750583613004192-714	2	2	MeasuredEntity		{'HasProperty': 'T4-2'}	73	76	145	148	T3-2	CO2
S1750583613004192-714	3	3	Quantity			4	8	176	180	T1-3	nine
S1750583613004192-714	3	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	9	21	181	193	T2-3	plume layers
S1750583613004192-714	5	4	Quantity			34	38	379	383	T1-4	1999
S1750583613004192-714	5	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	16	30	361	375	T3-4	first appeared
S1750583613004192-714	5	4	MeasuredEntity		{'HasProperty': 'T3-4'}	4	15	349	360	T2-4	ninth layer
S1750583613004192-714	5	5	Quantity	m		77	96	422	441	T1-5	approximately 220 m
S1750583613004192-714	5	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	68	76	413	421	T3-5	migrated
S1750583613004192-714	5	5	MeasuredEntity		{'HasProperty': 'T3-5'}	60	63	405	408	T2-5	CO2
S1750583613004192-714	5	6	Quantity	mbsl		141	150	486	495	T1-6	1012 mbsl
S1750583613004192-714	5	6	MeasuredEntity		{'HasQuantity': 'T1-6'}	117	137	462	482	T3-6	injection point (IP)
S1750583613004192-714	5	7	Quantity	years		154	161	499	506	T1-7	3 years
S1750583613004192-714	5	7	MeasuredProperty		{'HasQuantity': 'T1-7'}	68	76	413	421	T3-7	migrated
S1750583613004192-714	5	7	MeasuredEntity		{'HasProperty': 'T3-7'}	60	63	405	408	T2-7	CO2
