docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0022399913003358-931	5	1	Quantity	%		99	107	470	478	T1-1	7 to 20%
S0022399913003358-931	5	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	75	85	446	456	T4-1	prevalence
S0022399913003358-931	5	1	MeasuredEntity		{'HasProperty': 'T4-1'}	121	139	492	510	T2-1	general population
S0022399913003358-931	5	2	Quantity	year		158	165	529	536	T1-2	10 year
S0022399913003358-931	5	2	MeasuredEntity		{'HasQuantity': 'T1-2'}	167	180	538	551	T3-2	ncidence rate
S0022399913003358-931	5	3	Quantity	years		196	209	567	580	T1-3	over 48 years
S0022399913003358-931	5	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	184	190	555	561	T3-3	adults
S0022399913003358-931	5	4	Quantity	%		213	216	584	587	T1-4	13%
S0022399913003358-931	5	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	158	180	529	551	T3-4	10 year incidence rate
S0022399913003358-931	5	4	MeasuredEntity		{'HasProperty': 'T3-4'}	184	209	555	580	T2-4	adults aged over 48 years
S0022399913003358-931	6	5	Quantity	%		0	16	593	609	T1-5	Approximately 5%
S0022399913003358-931	6	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	38	73	631	666	T4-5	severely affected by their tinnitus
S0022399913003358-931	6	5	MeasuredEntity		{'HasProperty': 'T4-5'}	24	34	617	627	T2-5	population
