docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0167610513001001-1751	2	1	Quantity	m s−1		34	41	161	168	T1-1	1 m s−1
S0167610513001001-1751	2	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	26	30	153	157	T3-1	bins
S0167610513001001-1751	4	2	Quantity			32	35	266	269	T1-2	two
S0167610513001001-1751	4	2	MeasuredEntity		{'HasQuantity': 'T1-2'}	36	47	270	281	T2-2	instruments
S0167610513001001-1751	4	3	Quantity	m s−1		121	144	355	378	T1-3	between 0 and 0.5 m s−1
S0167610513001001-1751	4	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	112	117	346	351	T4-3	speed
S0167610513001001-1751	4	3	MeasuredEntity		{'HasProperty': 'T4-3'}	107	111	341	345	T3-3	wind
S0167610513001001-1751	5	4	Quantity	m s−1		15	36	395	416	T1-4	greater than 20 m s−1
S0167610513001001-1751	5	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	8	14	388	394	T4-4	speeds
S0167610513001001-1751	5	4	MeasuredEntity		{'HasProperty': 'T4-4'}	3	7	383	387	T3-4	wind
