docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S2211124712002884-903	1	1	Quantity			4	7	4	7	T1-1	two
S2211124712002884-903	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	8	20	8	20	T2-1	FTD patients
S2211124712002884-903	1	2	MeasuredEntity		{'HasProperty': 'T3-2'}	4	20	4	20	T4-2	two FTD patients
S2211124712002884-903	2	2	Quantity	year		12	18	194	200	T1-2	8-year
S2211124712002884-903	2	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	19	70	201	252	T3-2	history of behavioral changes and memory impairment
S2211124712002884-903	3	3	Quantity	year		15	23	317	325	T1-3	67-year-
S2211124712002884-903	3	3	MeasuredProperty		{'HasQuantity': 'T1-3'}	23	26	325	328	T2-3	old
S2211124712002884-903	3	3	MeasuredEntity		{'HasProperty': 'T2-3'}	4	11	306	313	T3-3	patient
S2211124712002884-903	4	4	Quantity	year		21	29	431	439	T1-4	64-year-
S2211124712002884-903	4	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	29	32	439	442	T3-4	old
S2211124712002884-903	4	4	MeasuredEntity		{'HasProperty': 'T3-4'}	4	17	414	427	T2-4	other patient
S2211124712002884-903	6	5	Quantity	year		0	8	663	671	T1-5	One year
S2211124712002884-903	6	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	26	67	689	730	T4-5	showed progression of atrophy and gliosis
S2211124712002884-903	6	5	MeasuredEntity		{'HasProperty': 'T4-5'}	16	25	679	688	T3-5	MRI scans
S2211124712002884-903	9	6	Quantity	year		44	51	1020	1027	T1-6	64-year
S2211124712002884-903	9	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	52	55	1028	1031	T2-6	old
S2211124712002884-903	9	6	MeasuredEntity		{'HasProperty': 'T2-6'}	3	22	979	998	T4-6	age-matched subject
