docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S1873506113001116-710	2	1	Quantity	h		41	51	103	113	T1-1	after 48 h
S1873506113001116-710	2	1	MeasuredProperty		{'HasQuantity': 'T1-1'}	4	26	66	88	T3-1	Light microscope image
S1873506113001116-710	2	1	MeasuredEntity		{'HasProperty': 'T3-1'}	30	40	92	102	T2-1	aggregates
S1873506113001116-710	3	2	Quantity	passages		79	90	273	284	T1-2	13 passages
S1873506113001116-710	3	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	37	74	231	268	T3-2	expanded in static suspension culture
S1873506113001116-710	3	2	MeasuredEntity		{'HasProperty': 'T3-2'}	4	35	198	229	T2-2	BC1 cells cultured in E8 medium
S1873506113001116-710	3	3	Quantity			92	99	286	293	T1-3	45 days
S1873506113001116-710	3	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	79	90	273	284	T2-3	13 passages
S1873506113001116-710	3	4	Quantity			105	106	299	300	T1-4	3
S1873506113001116-710	3	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	101	102	295	296	T2-4	n
S1873506113001116-710	3	4	MeasuredEntity		{'HasProperty': 'T2-4'}	79	90	273	284	T3-4	13 passages
S1873506113001116-710	4	5	Quantity			30	31	333	334	T1-5	3
S1873506113001116-710	4	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	26	27	329	330	T3-5	n
S1873506113001116-710	4	5	MeasuredEntity		{'HasProperty': 'T3-5'}	4	24	307	327	T2-5	Flow cytometry plots
S1873506113001116-710	4	6	Quantity	passages		66	83	369	386	T1-6	after 13 passages
S1873506113001116-710	4	6	MeasuredEntity		{'HasQuantity': 'T1-6'}	87	104	390	407	T2-6	static suspension
S1873506113001116-710	8	7	Quantity	μm		13	19	626	632	T1-7	200 μm
S1873506113001116-710	8	7	MeasuredEntity		{'HasQuantity': 'T1-7'}	0	10	613	623	T2-7	Scale bars
