docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S2213671113000738-684	1	1	Quantity			75	78	75	78	T1-1	one
S2213671113000738-684	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	79	88	79	88	T2-1	allograft
S2213671113000738-684	1	2	Quantity	months		108	116	108	116	T1-2	3 months
S2213671113000738-684	1	2	MeasuredEntity		{'HasQuantity': 'T1-2'}	30	38	30	38	T2-2	observed
S2213671113000738-684	3	3	Quantity	months		64	72	304	312	T1-3	2 months
S2213671113000738-684	3	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	18	60	258	300	T2-3	serum level of IFN-γ temporarily increased
S2213671113000738-684	3	4	Quantity			97	102	337	342	T1-4	three
S2213671113000738-684	3	4	MeasuredEntity		{'HasQuantity': 'T1-4'}	103	110	343	350	T2-4	animals
S2213671113000738-684	4	5	Quantity	months		41	53	405	417	T1-5	3.5–4 months
S2213671113000738-684	4	5	MeasuredEntity		{'HasQuantity': 'T1-5'}	3	37	367	401	T2-5	immunofluorescence study conducted
S2213671113000738-684	9	6	Quantity	%		47	50	1249	1252	T1-6	60%
S2213671113000738-684	9	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	64	83	1266	1285	T2-6	CD8+ killer T cells
S2213671113000738-684	9	6	MeasuredEntity		{'HasProperty': 'T2-6'}	12	23	1214	1225	T3-6	CD45+ cells
