docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0921818113002245-1571	2	1	Quantity	m		4	15	73	84	T1-1	upper 0.8 m
S0921818113002245-1571	2	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	19	28	88	97	T2-1	sediments
S0921818113002245-1571	3	2	Quantity	cm		27	45	201	219	T1-2	approximately 1 cm
S0921818113002245-1571	3	2	MeasuredProperty		{'HasQuantity': 'T1-2'}	21	25	195	199	T2-2	thin
S0921818113002245-1571	3	2	MeasuredEntity		{'HasProperty': 'T2-2'}	47	95	221	269	T3-2	vertical slab of relatively undisturbed sediment
S0921818113002245-1571	5	3	Quantity			0	4	462	466	T1-3	Five
S0921818113002245-1571	5	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	5	10	467	472	T2-3	cores
S0921818113002245-1571	6	4	Quantity	m		30	35	632	637	T1-4	4.8 m
S0921818113002245-1571	6	4	MeasuredProperty		{'HasQuantity': 'T1-4'}	36	40	638	642	T2-4	long
S0921818113002245-1571	6	4	MeasuredEntity		{'HasProperty': 'T2-4'}	41	58	643	660	T3-4	cores of sediment
S0921818113002245-1571	6	5	Quantity	mm		82	93	684	695	T1-5	60 or 63 mm
S0921818113002245-1571	6	5	MeasuredProperty		{'HasQuantity': 'T1-5'}	94	111	696	713	T4-5	internal diameter
S0921818113002245-1571	6	5	MeasuredEntity		{'HasProperty': 'T4-5'}	62	71	664	673	T2-5	PVC tubes
S0921818113002245-1571	7	6	Quantity			21	25	811	815	T1-6	four
S0921818113002245-1571	7	6	MeasuredEntity		{'HasQuantity': 'T1-6'}	26	43	816	833	T2-6	overlapping cores
S0921818113002245-1571	7	7	Quantity	m		101	104	891	894	T1-7	8 m
S0921818113002245-1571	7	7	MeasuredProperty		{'HasQuantity': 'T1-7'}	92	97	882	887	T3-7	depth
S0921818113002245-1571	7	7	MeasuredEntity		{'HasProperty': 'T3-7'}	83	91	873	881	T2-7	sediment
S0921818113002245-1571	9	8	Quantity	metre		64	75	1023	1034	T1-8	three metre
S0921818113002245-1571	9	8	MeasuredProperty		{'HasQuantity': 'T1-8'}	76	80	1035	1039	T3-8	long
S0921818113002245-1571	9	8	MeasuredEntity		{'HasProperty': 'T3-8'}	81	87	1040	1046	T4-8	drives
S0921818113002245-1571	9	9	Quantity	m		144	164	1103	1123	T1-9	approximately 11.8 m
S0921818113002245-1571	9	9	MeasuredProperty		{'HasQuantity': 'T1-9'}	135	140	1094	1099	T4-9	depth
S0921818113002245-1571	9	9	MeasuredEntity		{'HasProperty': 'T4-9'}	122	131	1081	1090	T3-9	sediments
S0921818113002245-1571	10	10	Quantity	m		82	107	1224	1249	T1-10	between 11.8 m and 11.5 m
S0921818113002245-1571	10	10	MeasuredProperty		{'HasQuantity': 'T1-10'}	76	81	1218	1223	T4-10	depth
S0921818113002245-1571	10	10	MeasuredEntity		{'HasProperty': 'T4-10'}	67	75	1209	1217	T3-10	sediment
