docId	sentId	annotSet	entLabel	unit	children	sentStartOffset	sentEndOffset	docStartOffset	docEndOffset	entKey	text
S0006322312001096-1136	1	1	Quantity			73	77	73	77	T1-1	1991
S0006322312001096-1136	1	1	MeasuredEntity		{'HasQuantity': 'T1-1'}	49	69	49	69	T2-1	baseline examination
S0006322312001096-1136	1	2	Quantity			103	123	103	123	T1-2	1997, 2003, and 2008
S0006322312001096-1136	1	2	MeasuredEntity		{'HasQuantity': 'T1-2'}	79	99	79	99	T2-2	follow-up screenings
S0006322312001096-1136	1	3	Quantity	participants		205	222	205	222	T1-3	5318 participants
S0006322312001096-1136	1	3	MeasuredEntity		{'HasQuantity': 'T1-3'}	25	43	25	43	T3-3	Whitehall II study
S0006322312001096-1136	1	4	Quantity	years		233	243	233	243	T21-4	54.8 years
S0006322312001096-1136	1	4	MeasuredProperty		{'HasQuantity': 'T21-4'}	224	232	224	232	T31-4	mean age
S0006322312001096-1136	1	4	MeasuredEntity		{'HasProperty': 'T31-4'}	205	222	205	222	T41-4	5318 participants
S0006322312001096-1136	1	5	Quantity	%		245	248	245	248	T12-5	31%
S0006322312001096-1136	1	5	MeasuredProperty		{'HasQuantity': 'T12-5'}	249	254	249	254	T52-5	women
S0006322312001096-1136	1	5	MeasuredEntity		{'HasProperty': 'T52-5'}	205	222	205	222	T42-5	5318 participants
S0006322312001096-1136	3	6	Quantity			168	171	576	579	T1-6	≥16
S0006322312001096-1136	3	6	MeasuredProperty		{'HasQuantity': 'T1-6'}	162	167	570	575	T2-6	score
S0006322312001096-1136	3	6	MeasuredEntity		{'HasProperty': 'T2-6'}	112	161	520	569	T3-6	Center for Epidemiologic Studies Depression Scale
